State,Year,Quarter,District,RegisteredUsers
madhya-pradesh,2019,3,mandsaur district,494027
madhya-pradesh,2019,3,barwani district,171739
madhya-pradesh,2019,3,katni district,402094
madhya-pradesh,2019,3,dindori district,141683
madhya-pradesh,2019,3,shivpuri district,480685
madhya-pradesh,2019,3,gwalior district,1945426
madhya-pradesh,2019,3,anuppur district,268378
madhya-pradesh,2019,3,agar malwa district,186478
madhya-pradesh,2019,3,ashoknagar district,165758
madhya-pradesh,2019,3,sagar district,935229
madhya-pradesh,2019,3,niwari district,78935
madhya-pradesh,2019,3,rewa district,935300
madhya-pradesh,2019,3,shajapur district,433966
madhya-pradesh,2019,3,ujjain district,1287391
madhya-pradesh,2019,3,bhind district,380363
madhya-pradesh,2019,3,tikamgarh district,186786
madhya-pradesh,2019,3,seoni district,410048
madhya-pradesh,2019,3,harda district,168509
madhya-pradesh,2019,3,burhanpur district,161877
madhya-pradesh,2019,3,damoh district,237834
madhya-pradesh,2019,3,bhopal district,15339970
madhya-pradesh,2019,3,jhabua district,102684
madhya-pradesh,2019,3,dhar district,895526
madhya-pradesh,2019,3,guna district,504290
madhya-pradesh,2019,3,east nimar district,355840
madhya-pradesh,2019,3,chhindwara district,855072
madhya-pradesh,2019,3,umaria district,165477
madhya-pradesh,2019,3,mandla district,206390
madhya-pradesh,2019,3,indore district,11739888
madhya-pradesh,2019,3,shahdol district,388129
madhya-pradesh,2019,3,ratlam district,684393
madhya-pradesh,2019,3,panna district,161511
madhya-pradesh,2019,3,chhatarpur district,363052
madhya-pradesh,2019,4,morena district,552247
madhya-pradesh,2019,4,alirajpur district,59374
madhya-pradesh,2019,4,sehore district,1629869
madhya-pradesh,2019,4,rajgarh district,796105
madhya-pradesh,2019,4,khargone district,689426
madhya-pradesh,2019,4,satna district,983069
madhya-pradesh,2019,4,narsinghpur district,583854
madhya-pradesh,2019,4,jabalpur district,2901762
madhya-pradesh,2019,4,hoshangabad district,962252
madhya-pradesh,2019,4,vidisha district,874643
madhya-pradesh,2019,4,balaghat district,786128
madhya-pradesh,2019,4,singrauli district,888076
madhya-pradesh,2019,4,betul district,777178
madhya-pradesh,2019,4,sidhi district,371875
madhya-pradesh,2019,4,datia district,229322
madhya-pradesh,2019,4,dewas district,1251392
madhya-pradesh,2019,4,sheopur district,143865
madhya-pradesh,2019,4,neemuch district,437313
madhya-pradesh,2019,4,raisen district,909026
madhya-pradesh,2019,4,mandsaur district,666721
madhya-pradesh,2019,4,barwani district,240538
madhya-pradesh,2019,4,katni district,479971
madhya-pradesh,2019,4,dindori district,188857
madhya-pradesh,2019,4,shivpuri district,582096
madhya-pradesh,2019,4,gwalior district,2509157
madhya-pradesh,2019,4,anuppur district,369552
madhya-pradesh,2019,4,agar malwa district,242128
madhya-pradesh,2019,4,ashoknagar district,229322
madhya-pradesh,2019,4,sagar district,1218814
madhya-pradesh,2019,4,niwari district,98546
madhya-pradesh,2019,4,rewa district,1160674
madhya-pradesh,2019,4,shajapur district,550250
madhya-pradesh,2019,4,ujjain district,1649254
madhya-pradesh,2019,4,bhind district,499964
madhya-pradesh,2019,4,tikamgarh district,250671
madhya-pradesh,2019,4,seoni district,553103
madhya-pradesh,2019,4,harda district,228444
madhya-pradesh,2019,4,burhanpur district,212469
madhya-pradesh,2019,4,damoh district,308020
madhya-pradesh,2019,4,bhopal district,18062429
madhya-pradesh,2019,4,jhabua district,138527
madhya-pradesh,2019,4,dhar district,1194971
madhya-pradesh,2019,4,guna district,603422
madhya-pradesh,2019,4,east nimar district,464888
madhya-pradesh,2019,4,chhindwara district,1143151
madhya-pradesh,2019,4,umaria district,221931
madhya-pradesh,2019,4,mandla district,274439
madhya-pradesh,2019,4,indore district,15879423
madhya-pradesh,2019,4,shahdol district,521170
madhya-pradesh,2019,4,ratlam district,846558
madhya-pradesh,2019,4,panna district,221446
madhya-pradesh,2019,4,chhatarpur district,494307
madhya-pradesh,2020,1,morena district,677107
madhya-pradesh,2020,1,alirajpur district,80878
madhya-pradesh,2020,1,sehore district,1747508
madhya-pradesh,2020,1,rajgarh district,1003150
madhya-pradesh,2020,1,khargone district,881158
madhya-pradesh,2020,1,satna district,1054696
madhya-pradesh,2020,1,narsinghpur district,688918
madhya-pradesh,2020,1,jabalpur district,3486010
madhya-pradesh,2020,1,hoshangabad district,828769
madhya-pradesh,2020,1,vidisha district,924103
madhya-pradesh,2020,1,balaghat district,906061
madhya-pradesh,2020,1,singrauli district,1021478
madhya-pradesh,2020,1,betul district,945162
madhya-pradesh,2020,1,sidhi district,446051
madhya-pradesh,2020,1,datia district,268264
madhya-pradesh,2020,1,dewas district,1550696
madhya-pradesh,2020,1,sheopur district,184458
madhya-pradesh,2020,1,neemuch district,531047
madhya-pradesh,2020,1,raisen district,1032990
madhya-pradesh,2020,1,mandsaur district,807793
madhya-pradesh,2020,1,barwani district,325006
madhya-pradesh,2020,1,katni district,556365
madhya-pradesh,2020,1,dindori district,214866
madhya-pradesh,2020,1,shivpuri district,550319
madhya-pradesh,2020,1,gwalior district,2793829
madhya-pradesh,2020,1,anuppur district,418000
madhya-pradesh,2020,1,agar malwa district,311735
madhya-pradesh,2020,1,ashoknagar district,277647
madhya-pradesh,2020,1,sagar district,1331074
madhya-pradesh,2020,1,niwari district,121988
madhya-pradesh,2020,1,rewa district,1358528
madhya-pradesh,2020,1,shajapur district,669470
madhya-pradesh,2020,1,ujjain district,1956388
madhya-pradesh,2020,1,bhind district,576145
madhya-pradesh,2020,1,tikamgarh district,303500
madhya-pradesh,2020,1,seoni district,673872
madhya-pradesh,2020,1,harda district,286337
madhya-pradesh,2020,1,burhanpur district,290428
madhya-pradesh,2020,1,damoh district,356009
madhya-pradesh,2020,1,bhopal district,18872294
madhya-pradesh,2020,1,jhabua district,185141
madhya-pradesh,2020,1,dhar district,1500274
madhya-pradesh,2020,1,guna district,712143
madhya-pradesh,2020,1,east nimar district,631279
madhya-pradesh,2020,1,chhindwara district,1550995
madhya-pradesh,2020,1,umaria district,253659
madhya-pradesh,2020,1,mandla district,346631
madhya-pradesh,2020,1,indore district,20249473
madhya-pradesh,2020,1,shahdol district,761513
madhya-pradesh,2020,1,ratlam district,1004214
madhya-pradesh,2020,1,panna district,272659
madhya-pradesh,2020,1,chhatarpur district,588668
madhya-pradesh,2020,2,morena district,979863
madhya-pradesh,2020,2,alirajpur district,155614
madhya-pradesh,2020,2,sehore district,2007098
madhya-pradesh,2020,2,rajgarh district,1370563
madhya-pradesh,2020,2,khargone district,1304018
madhya-pradesh,2020,2,satna district,1279303
madhya-pradesh,2020,2,narsinghpur district,937615
madhya-pradesh,2020,2,jabalpur district,2318052
madhya-pradesh,2020,2,hoshangabad district,1066800
madhya-pradesh,2020,2,vidisha district,1117516
madhya-pradesh,2020,2,balaghat district,1264576
madhya-pradesh,2020,2,singrauli district,1241316
madhya-pradesh,2020,2,betul district,1295916
madhya-pradesh,2020,2,sidhi district,594134
madhya-pradesh,2020,2,datia district,371197
madhya-pradesh,2020,2,dewas district,1913320
madhya-pradesh,2020,2,sheopur district,287598
madhya-pradesh,2020,2,neemuch district,647097
madhya-pradesh,2020,2,raisen district,1262637
madhya-pradesh,2020,2,mandsaur district,988154
madhya-pradesh,2020,2,barwani district,504022
madhya-pradesh,2020,2,katni district,697772
madhya-pradesh,2020,2,dindori district,294665
madhya-pradesh,2020,2,shivpuri district,765616
madhya-pradesh,2020,2,gwalior district,2624767
madhya-pradesh,2020,2,anuppur district,528535
madhya-pradesh,2020,2,agar malwa district,457894
madhya-pradesh,2020,2,ashoknagar district,411999
madhya-pradesh,2020,2,sagar district,1633278
madhya-pradesh,2020,2,niwari district,163980
madhya-pradesh,2020,2,rewa district,1877915
madhya-pradesh,2020,2,shajapur district,963692
madhya-pradesh,2020,2,ujjain district,2060273
madhya-pradesh,2020,2,bhind district,860061
madhya-pradesh,2020,2,tikamgarh district,433833
madhya-pradesh,2020,2,seoni district,919072
madhya-pradesh,2020,2,harda district,437409
madhya-pradesh,2020,2,burhanpur district,448472
madhya-pradesh,2020,2,damoh district,503111
madhya-pradesh,2020,2,bhopal district,14074026
madhya-pradesh,2020,2,jhabua district,345216
madhya-pradesh,2020,2,dhar district,1792207
madhya-pradesh,2020,2,guna district,900412
madhya-pradesh,2020,2,east nimar district,941821
madhya-pradesh,2020,2,chhindwara district,1950309
madhya-pradesh,2020,2,umaria district,340098
madhya-pradesh,2020,2,mandla district,480536
madhya-pradesh,2020,2,indore district,13320426
madhya-pradesh,2020,2,shahdol district,791555
madhya-pradesh,2020,2,ratlam district,1214400
madhya-pradesh,2020,2,panna district,411969
madhya-pradesh,2020,2,chhatarpur district,788845
madhya-pradesh,2020,3,morena district,1099715
madhya-pradesh,2020,3,alirajpur district,161857
madhya-pradesh,2020,3,sehore district,2512141
madhya-pradesh,2020,3,rajgarh district,1602252
madhya-pradesh,2020,3,khargone district,1565121
madhya-pradesh,2020,3,satna district,1679598
madhya-pradesh,2020,3,narsinghpur district,1085273
madhya-pradesh,2020,3,jabalpur district,3568035
madhya-pradesh,2020,3,hoshangabad district,1307021
madhya-pradesh,2020,3,vidisha district,1426125
madhya-pradesh,2020,3,balaghat district,1530617
madhya-pradesh,2020,3,singrauli district,1641125
madhya-pradesh,2020,3,betul district,1615774
madhya-pradesh,2020,3,sidhi district,746341
madhya-pradesh,2020,3,datia district,436118
madhya-pradesh,2020,3,dewas district,2498225
madhya-pradesh,2020,3,sheopur district,310991
madhya-pradesh,2020,3,neemuch district,806043
madhya-pradesh,2020,3,raisen district,1624365
madhya-pradesh,2020,3,mandsaur district,1213750
madhya-pradesh,2020,3,barwani district,615021
madhya-pradesh,2020,3,katni district,902355
madhya-pradesh,2020,3,dindori district,362774
madhya-pradesh,2020,3,shivpuri district,918103
madhya-pradesh,2020,3,gwalior district,3978884
madhya-pradesh,2020,3,anuppur district,664283
madhya-pradesh,2020,3,agar malwa district,488774
madhya-pradesh,2020,3,ashoknagar district,482485
madhya-pradesh,2020,3,sagar district,2022389
madhya-pradesh,2020,3,niwari district,193815
madhya-pradesh,2020,3,rewa district,2086383
madhya-pradesh,2020,3,shajapur district,1095702
madhya-pradesh,2020,3,ujjain district,2921971
madhya-pradesh,2020,3,bhind district,979454
madhya-pradesh,2020,3,tikamgarh district,491496
madhya-pradesh,2020,3,seoni district,1053694
madhya-pradesh,2020,3,harda district,500606
madhya-pradesh,2020,3,burhanpur district,572555
madhya-pradesh,2020,3,damoh district,570162
madhya-pradesh,2020,3,bhopal district,29560361
madhya-pradesh,2020,3,jhabua district,373102
madhya-pradesh,2020,3,dhar district,2527639
madhya-pradesh,2020,3,guna district,1133377
madhya-pradesh,2020,3,east nimar district,1094471
madhya-pradesh,2020,3,chhindwara district,2113701
madhya-pradesh,2020,3,umaria district,421809
madhya-pradesh,2020,3,mandla district,574815
madhya-pradesh,2020,3,indore district,17544816
madhya-pradesh,2020,3,shahdol district,971434
madhya-pradesh,2020,3,ratlam district,1510708
madhya-pradesh,2020,3,panna district,475441
madhya-pradesh,2020,3,chhatarpur district,946814
madhya-pradesh,2020,4,morena district,1558956
madhya-pradesh,2020,4,alirajpur district,218291
madhya-pradesh,2020,4,sehore district,3633263
madhya-pradesh,2020,4,rajgarh district,2246137
madhya-pradesh,2020,4,khargone district,2316421
madhya-pradesh,2020,4,satna district,2441893
madhya-pradesh,2020,4,narsinghpur district,1564453
madhya-pradesh,2020,4,jabalpur district,5245511
madhya-pradesh,2020,4,hoshangabad district,2019683
madhya-pradesh,2020,4,vidisha district,2048942
madhya-pradesh,2020,4,balaghat district,2264084
madhya-pradesh,2020,4,singrauli district,2307583
madhya-pradesh,2020,4,betul district,2338983
madhya-pradesh,2020,4,sidhi district,1056459
madhya-pradesh,2020,4,datia district,610567
madhya-pradesh,2020,4,dewas district,3659099
madhya-pradesh,2020,4,sheopur district,426813
madhya-pradesh,2020,4,neemuch district,1138127
madhya-pradesh,2020,4,raisen district,2354383
madhya-pradesh,2020,4,mandsaur district,1702849
madhya-pradesh,2020,4,barwani district,942429
madhya-pradesh,2020,4,katni district,1313363
madhya-pradesh,2020,4,dindori district,507945
madhya-pradesh,2020,4,shivpuri district,1338636
madhya-pradesh,2020,4,gwalior district,6115831
madhya-pradesh,2020,4,anuppur district,968828
madhya-pradesh,2020,4,agar malwa district,687422
madhya-pradesh,2020,4,ashoknagar district,668278
madhya-pradesh,2020,4,sagar district,2882971
madhya-pradesh,2020,4,niwari district,263987
madhya-pradesh,2020,4,rewa district,3045335
madhya-pradesh,2020,4,shajapur district,1557727
madhya-pradesh,2020,4,ujjain district,4280284
madhya-pradesh,2020,4,bhind district,1375781
madhya-pradesh,2020,4,tikamgarh district,689996
madhya-pradesh,2020,4,seoni district,1518741
madhya-pradesh,2020,4,harda district,745011
madhya-pradesh,2020,4,burhanpur district,835693
madhya-pradesh,2020,4,damoh district,795381
madhya-pradesh,2020,4,bhopal district,38492334
madhya-pradesh,2020,4,jhabua district,526191
madhya-pradesh,2020,4,dhar district,3833814
madhya-pradesh,2020,4,guna district,1650908
madhya-pradesh,2020,4,east nimar district,1569591
madhya-pradesh,2020,4,chhindwara district,3170211
madhya-pradesh,2020,4,umaria district,610841
madhya-pradesh,2020,4,mandla district,834886
madhya-pradesh,2020,4,indore district,25715586
madhya-pradesh,2020,4,shahdol district,1463780
madhya-pradesh,2020,4,ratlam district,2168894
madhya-pradesh,2020,4,panna district,643236
madhya-pradesh,2020,4,chhatarpur district,1286133
madhya-pradesh,2021,1,morena district,1642617
madhya-pradesh,2021,1,alirajpur district,228504
madhya-pradesh,2021,1,sehore district,3804912
madhya-pradesh,2021,1,rajgarh district,2591177
madhya-pradesh,2021,1,khargone district,2478158
madhya-pradesh,2021,1,satna district,2437515
madhya-pradesh,2021,1,narsinghpur district,1563580
madhya-pradesh,2021,1,jabalpur district,6508756
madhya-pradesh,2021,1,hoshangabad district,2149209
madhya-pradesh,2021,1,vidisha district,2319909
madhya-pradesh,2021,1,balaghat district,2315936
madhya-pradesh,2021,1,singrauli district,2282715
madhya-pradesh,2021,1,betul district,2398625
madhya-pradesh,2021,1,sidhi district,1032630
madhya-pradesh,2021,1,datia district,635398
madhya-pradesh,2021,1,dewas district,3992803
madhya-pradesh,2021,1,sheopur district,441474
madhya-pradesh,2021,1,neemuch district,1242613
madhya-pradesh,2021,1,raisen district,2579640
madhya-pradesh,2021,1,mandsaur district,1919705
madhya-pradesh,2021,1,barwani district,1067563
madhya-pradesh,2021,1,katni district,1402614
madhya-pradesh,2021,1,dindori district,490349
madhya-pradesh,2021,1,shivpuri district,1542033
madhya-pradesh,2021,1,gwalior district,7162483
madhya-pradesh,2021,1,anuppur district,1029032
madhya-pradesh,2021,1,agar malwa district,811955
madhya-pradesh,2021,1,ashoknagar district,744766
madhya-pradesh,2021,1,sagar district,3149917
madhya-pradesh,2021,1,niwari district,260101
madhya-pradesh,2021,1,rewa district,2905406
madhya-pradesh,2021,1,shajapur district,1726969
madhya-pradesh,2021,1,ujjain district,4926814
madhya-pradesh,2021,1,bhind district,1375999
madhya-pradesh,2021,1,tikamgarh district,709159
madhya-pradesh,2021,1,seoni district,1598317
madhya-pradesh,2021,1,harda district,783753
madhya-pradesh,2021,1,burhanpur district,901398
madhya-pradesh,2021,1,damoh district,823880
madhya-pradesh,2021,1,bhopal district,67309234
madhya-pradesh,2021,1,jhabua district,597586
madhya-pradesh,2021,1,dhar district,4368739
madhya-pradesh,2021,1,guna district,1882964
madhya-pradesh,2021,1,east nimar district,1695991
madhya-pradesh,2021,1,chhindwara district,3281453
madhya-pradesh,2021,1,umaria district,634168
madhya-pradesh,2021,1,mandla district,858851
madhya-pradesh,2021,1,indore district,37457244
madhya-pradesh,2021,1,shahdol district,1585789
madhya-pradesh,2021,1,ratlam district,2401427
madhya-pradesh,2021,1,panna district,633224
madhya-pradesh,2021,1,chhatarpur district,1313444
madhya-pradesh,2021,2,morena district,2232701
madhya-pradesh,2021,2,alirajpur district,337155
madhya-pradesh,2021,2,sehore district,4199604
madhya-pradesh,2021,2,rajgarh district,3307789
madhya-pradesh,2021,2,khargone district,3055934
madhya-pradesh,2021,2,satna district,3121411
madhya-pradesh,2021,2,narsinghpur district,1855069
madhya-pradesh,2021,2,jabalpur district,6808088
madhya-pradesh,2021,2,hoshangabad district,2539274
madhya-pradesh,2021,2,vidisha district,2818313
madhya-pradesh,2021,2,balaghat district,2827665
madhya-pradesh,2021,2,singrauli district,2696777
